extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5
528	"Автономная Некоммерческая Организация Высшего Образования ""Русский Университет Метатехнологий"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РУССКИЙ УНИВЕРСИТЕТ МЕТАТЕХНОЛОГИЙ"""	1215144727.0	RU		False			0.5832170498501164	34.8	-0.0361148688429606	-3.457224808723752	-1.1495910099551074	1.7639914119724316	-2.037020301114934
529	Дальневосточный Государственный Университет Путей Сообщения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ»	2724018158.0	RU		False			0.4920561623423829	34.72	-0.3013820828548112	-3.080896807566623	1.6998630865551174	-1.20084171551538	0.8568878843020523
530	"Автономная Некоммерческая Организация Высшего Образования ""Московская Международная Высшая Школа Бизнеса ""Мирбис"" (Институт)"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКАЯ МЕЖДУНАРОДНАЯ ВЫСШАЯ ШКОЛА БИЗНЕСА ""МИРБИС"" (ИНСТИТУТ)"	7709492845.0	RU		False			0.4464197047162237	34.68	0.218817825138888	-3.835581154384162	-1.2695805745202793	3.5094448862244154	-1.089482998122142
531	Южно-Уральский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	7418006770.0	RU		False			0.1921260628001988	34.45	0.2699693529804088	-3.3903143201094137	-0.174287166518722	-2.8410058485381904	0.986856798940196
532	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Белгородская Православная Духовная Семинария (С Миссионерской Направленностью) Православной Религиозной Организации Белгородской И Старооскольской Епархии Русской Правосла"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БЕЛГОРОДСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ (С МИССИОНЕРСКОЙ НАПРАВЛЕННОСТЬЮ) ПРАВОСЛАВНОЙ РЕЛИГИОЗНОЙ ОРГАНИЗАЦИИ БЕЛГОРОДСКОЙ И СТАРООСКОЛЬСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛА"	3123035150.0	RU		False			0.1026263354918732	34.37	-0.3817039897111279	-3.144330914278335	-1.030505465665385	0.6147454523130118	-2.2103580424997387
533	Восточно-Сибирский Государственный Институт Культуры	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОСТОЧНО-СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ»	323015773.0	RU		False			-0.6237566049354193	33.73	-0.2495763810055032	-3.087459367441291	-0.0805696696701195	-2.727659744158595	0.2884028497748855
534	"Мусульманская Религиозная Организация Духовная Образовательная Организация Высшего Образования ""Болгарская Исламская Академия"	"МУСУЛЬМАНСКАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БОЛГАРСКАЯ ИСЛАМСКАЯ АКАДЕМИЯ"""	1637008095.0	RU		False			-1.0033093124360768	33.39	1.802511860992376	-5.426186032054535	-0.7155663707697736	5.204647772130684	-0.7589793582151131
535	Образовательное Частное Учреждение Высшего Образования «Московский Инновационный Университет	ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ»	9705066007.0	RU		False			-1.1356772760485114	33.28	0.0301592847925395	-3.613060110407912	-0.932746411895352	0.1774209708901528	0.5046000908290678
536	Балтийская Академия Туризма И Предпринимательства	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БАЛТИЙСКАЯ АКАДЕМИЯ ТУРИЗМА И ПРЕДПРИНИМАТЕЛЬСТВА"""	7813008520.0	RU		False			-1.2295148647579914	33.19	-0.0588931350537203	-3.604130404914077	0.7071823672108798	0.346045288002571	0.9110276762140782
537	Чайковская Государственная Академия Физической Культуры И Спорта	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЧАЙКОВСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА"""	5920005457.0	RU		False			-1.5142338358571692	32.94	-0.5478074520946243	-3.097961116232227	-1.4828235027044276	-0.8795262819072636	0.1244721742499848
538	Частное Учреждение – Образовательная Организация Высшего Образования Московский Исламский Институт	ЧАСТНОЕ УЧРЕЖДЕНИЕ – ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКИЙ ИСЛАМСКИЙ ИНСТИТУТ	7702235119.0	RU		False			-1.6486858628035108	32.82	-0.1341393976489731	-3.737552697718522	0.587315954389514	2.2366484459137337	-1.4653194607644766
539	"Учреждение Высшего Образования ""Московский Художественно-Промышленный Институт"	"УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ХУДОЖЕСТВЕННО-ПРОМЫШЛЕННЫЙ ИНСТИТУТ"""	7731259072.0	RU		False			-2.1009515611588583	32.42	-0.0724628334943836	-3.717084716280518	-1.337456304855728	1.2099847308350091	-1.3706265873321892
540	Курский Институт Менеджмента, Экономики И Бизнеса	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КУРСКИЙ ИНСТИТУТ МЕНЕДЖМЕНТА, ЭКОНОМИКИ И БИЗНЕСА"""	4632005963.0	RU		False			-2.380397897081515	32.17	-0.3758376323174212	-3.304796800752192	-1.5391888465220864	-1.179462400214971	-0.7920108420094125
541	“Юридический Институт”	ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ “ЮРИДИЧЕСКИЙ ИНСТИТУТ”	7812040842.0	RU		False			-2.4839975027142565	32.08	0.0367823790607796	-3.7684217823017687	-1.0187937442661417	-0.0941701460684683	1.2942905773620497
542	Ярославский Государственный Аграрный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЯРОСЛАВСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ"""	7602005993.0	RU		False			-2.682561018021609	31.91	-0.1773134058192557	-3.394371100290134	-0.6676491555998743	-2.6328852981975768	-0.0806476399312158
543	Амурский Гуманитарно-Педагогический Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""АМУРСКИЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	2727000776.0	RU		False			-2.7651786367496847	31.83	-0.6003320109262885	-3.057254161769807	-1.3056732056429583	-2.679995210373202	0.1126583294700245
544	"Государственное Автономное Образовательное Учреждение Высшего Образования Новосибирской Области ""Новосибирский Государственный Театральный Институт"	"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ"""	5407263002.0	RU		False			-2.8693161978758117	31.74	-0.6089171679088498	-3.116810499676982	-1.3942639023207486	-1.9880989274467764	-0.4760026480426114
545	"Автономная Некоммерческая Организация Высшего Образования ""Открытый Университет Экономики, Управления И Права"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ОТКРЫТЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ, УПРАВЛЕНИЯ И ПРАВА"""	7709983145.0	RU		False			-2.9757873535143524	31.65	0.0770997363737148	-3.847767571746654	-0.98064289117122	0.0161748186271343	-1.145595141208796
546	Негосударственное Московский Институт Экономики, Политики И Права	"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ИНСТИТУТ ЭКОНОМИКИ, ПОЛИТИКИ И ПРАВА"""	7723104188.0	RU		False			-3.022453855884855	31.6	0.2073114375271594	-4.032721192027968	-0.4196603137618932	0.4606514431251626	1.5940734928016231
547	Институт Дружбы Народов Кавказа	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА"""	2634034275.0	RU		False			-3.0678415261793006	31.56	-0.1720773937551104	-3.5872775224137183	-0.8228470447385485	-1.017849709821271	0.0988301741439745
548	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Казанская Православная Духовная Семинария Казанской Епархии Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ КАЗАНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	1661004380.0	RU		False			-3.2193001289846883	31.43	-0.1601716653527359	-3.828969520792053	-0.991935913748704	1.6573018643912043	-1.7796625016153176
549	"Автономная Некоммерческая Организация Высшего Образования ""Высшая Школа Сценических Искусств"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЫСШАЯ ШКОЛА СЦЕНИЧЕСКИХ ИСКУССТВ"""	9717093213.0	RU		False			-3.4154869168982565	31.26	-0.4239535128737595	-3.5731474437945887	-0.8780641026757645	0.7476187160890801	-1.235078720301376
550	"Государственное Автономное Образовательное Учреждение Высшего Образования ""Московский Городской Университет Управления Правительства Москвы Имени Ю.М.Лужкова"	"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОРОДСКОЙ УНИВЕРСИТЕТ УПРАВЛЕНИЯ ПРАВИТЕЛЬСТВА МОСКВЫ ИМЕНИ Ю.М.ЛУЖКОВА"""	7729026306.0	RU		False			-3.610183153783325	31.08	0.4117906842021744	-4.235341051725479	-1.2515924350180043	0.438475794893366	0.164765619746077
551	Институт Социальных И Гуманитарных Знаний	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ СОЦИАЛЬНЫХ И ГУМАНИТАРНЫХ ЗНАНИЙ"""	1653003129.0	RU		False			-3.757596371826701	30.95	-0.1536077932298202	-3.806765978857115	-0.8209603075639318	0.3459730421845824	0.0139677726275107
552	Камчатский Государственный Технический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАМЧАТСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"""	4100001140.0	RU		False			-3.7836999313038753	30.93	-0.4278711612223546	-3.4496922896082607	-1.4880758583149354	-1.1699754654206018	0.1620063563404658
553	"Частное Учреждение Высшего Образования ""Высшая Школа Предпринимательства (Институт)"	"ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЫСШАЯ ШКОЛА ПРЕДПРИНИМАТЕЛЬСТВА (ИНСТИТУТ)"""	6903013604.0	RU		False			-3.9835127374735073	30.75	-0.0308934684925112	-4.076175158846455	-0.6421659748197847	2.0385437980054277	-0.7469148761118211
554	Верхневолжский Государственный Агробиотехнологический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЕРХНЕВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ АГРОБИОТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	3728012857.0	RU		False			-4.2505215170806	30.52	-0.4268992056585321	-3.360977499099196	0.130479974488837	-3.1765331122676184	0.0067392836633191
555	Чурапчинский Государственный Институт Физической Культуры И Спорта	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЧУРАПЧИНСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА"""	1430006870.0	RU		False			-4.435999067983644	30.35	-0.1576883530675647	-3.694022513582424	-1.2961466032877196	-1.7018744770281042	-0.5015264287760259
556	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования Московской Митрополии Русской Православной Церкви ""Коломенская Духовная Семинария"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ МИТРОПОЛИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ ""КОЛОМЕНСКАЯ ДУХОВНАЯ СЕМИНАРИЯ"""	5022022617.0	RU		False			-4.437165841096906	30.35	-0.5222617463528164	-3.762242020867953	-1.2613675161249691	2.484489523607213	-1.857968324088808
557	"Научно-Технологический Университет ""Сириус"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАУЧНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ""СИРИУС"""	2367010021.0	RU		False			-4.539469660522549	30.26	1.837055492712561	-5.667090308150136	-0.8511762781607617	2.4621314815891493	0.9756720302046084
558	"Автономная Некоммерческая Организация Высшего Образования ""Институт Стран Востока"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ СТРАН ВОСТОКА"""	9702023365.0	RU		False			-4.688027062593122	30.13	-0.2425640604412208	-3.8141260256277434	-1.2599861048897902	0.0938622625871985	-0.7988600562579835
559	Региональный Открытый Социальный Институт	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РЕГИОНАЛЬНЫЙ ОТКРЫТЫЙ СОЦИАЛЬНЫЙ ИНСТИТУТ"""	4629019211.0	RU		False			-4.75755447490171	30.07	0.0322683960512411	-4.126981548053657	-1.2356277063276064	1.1274596322853192	-1.1637419805768137
560	"Образовательное Учреждение Профсоюзов Высшего Образования ""Академия Труда И Социальных Отношений"	"ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПРОФСОЮЗОВ ВЫСШЕГО ОБРАЗОВАНИЯ ""АКАДЕМИЯ ТРУДА И СОЦИАЛЬНЫХ ОТНОШЕНИЙ"""	7729111625.0	RU		False			-4.830049637631788	30.0	0.1491348265248341	-4.175189252443413	-0.62897669110302	0.1889631072207449	0.688712791024647
561	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Николо-Угрешская Духовная Семинария Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИКОЛО-УГРЕШСКАЯ ДУХОВНАЯ СЕМИНАРИЯ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	5056001580.0	RU		False			-4.922085478101984	29.92	-0.5266934034039926	-3.660351547107493	-0.7816681490522832	0.541708706586013	-1.5517226098070438
562	"Образовательное Частное Учреждение Высшего Образования ""Еврейский Университет"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕВРЕЙСКИЙ УНИВЕРСИТЕТ"""	7715290332.0	RU		False			-5.0236605298397805	29.83	0.1098051141543609	-4.340957070905211	0.2061320944004404	2.122354541698459	-0.6234425044595404
563	Негосударственное Технический Университет Угмк	"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ УГМК"""	6686996746.0	RU		False			-5.066534924594073	29.79	0.0132418985682848	-4.185368341656462	-1.13866251933068	1.432551800730098	-0.5267199243473093
564	Омский Государственный Университет Путей Сообщения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ОМСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ»	5504004282.0	RU		False			-5.1235381217349385	29.74	0.1873525914673602	-4.115038361634677	1.6877496126138545	-1.7910741847610572	1.0810509345422066
565	Автономная Некоммерческая Организация Высшего Образования Московский Гуманитарно-Экономический Университет	АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКИЙ ГУМАНИТАРНО-ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ	7737040022.0	RU		False			-5.571919640385488	29.35	0.0110504910421289	-4.225799462988724	-0.4856546715170632	0.9506613673106332	0.4243466949555475
566	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Екатеринбургская Духовная Семинария Екатеринбургской Епархии Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕКАТЕРИНБУРГСКАЯ ДУХОВНАЯ СЕМИНАРИЯ ЕКАТЕРИНБУРГСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	6663072988.0	RU		False			-5.63675745765957	29.29	0.0588617320617728	-4.3847935025294325	-1.1429169197234468	2.53526864636214	-0.9671568030950436
567	"Образовательное Частное Учреждение Высшего Образования ""Российская Международная Академия Туризма"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ МЕЖДУНАРОДНАЯ АКАДЕМИЯ ТУРИЗМА"""	5047019736.0	RU		False			-5.690831252803669	29.24	0.3795440592001545	-4.489804062605984	-0.4617974859779033	0.519205944711654	0.0602052814675911
568	Санкт-Петербургский Медико-Социальный Институт	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ МЕДИКО-СОЦИАЛЬНЫЙ ИНСТИТУТ"""	7839301210.0	RU		False			-5.7959211853725705	29.15	0.1894744326531052	-4.366980853762745	-0.3329458366452503	0.5849503600653209	0.6308163878260912
569	Ессентукский Институт Управления, Бизнеса И Права	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЕССЕНТУКСКИЙ ИНСТИТУТ УПРАВЛЕНИЯ, БИЗНЕСА И ПРАВА"""	2626015335.0	RU		False			-5.934093187092444	29.03	0.0853449664326239	-4.124818301085632	1.2766604781132007	-1.694190235417381	-0.0945785280283447
570	"Центросоюза Российской Федерации ""Российский Университет Кооперации"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ЦЕНТРОСОЮЗА РОССИЙСКОЙ ФЕДЕРАЦИИ ""РОССИЙСКИЙ УНИВЕРСИТЕТ КООПЕРАЦИИ"""	5029088494.0	RU		False			-6.211036496686113	28.78	0.713402940248079	-4.796705789881874	-0.7373633522611909	0.2992650653032933	0.4306599251279721
571	Институт Управления, Бизнеса И Технологий	ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ИНСТИТУТ УПРАВЛЕНИЯ, БИЗНЕСА И ТЕХНОЛОГИЙ»	4027035142.0	RU		False			-6.240230820528247	28.75	9.319089712154752e-05	-4.221051245988904	-1.3149131045947695	0.3550295857435155	-0.7351974528460383
572	"Негосударственное Частное Некоммерческое Образовательное Учреждение Высшего Образования ""Армавирский Гуманитарно-Социальный Институт"	"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ НЕКОММЕРЧЕСКОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""АРМАВИРСКИЙ ГУМАНИТАРНО-СОЦИАЛЬНЫЙ ИНСТИТУТ"""	2302018015.0	RU		False			-6.330648110388026	28.67	-0.2485123595418336	-3.835356193385586	-1.027010912573361	-1.886290171726976	-1.6996109071180316
573	"Образовательное Частное Учреждение Высшего Образования ""Международный Инновационный Университет"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МЕЖДУНАРОДНЫЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ"""	2320074862.0	RU		False			-6.331122332271342	28.67	0.0054885902334994	-4.204625731504584	0.2047880647982746	-0.4806766026595002	0.5846832673140289
574	"Образовательное Частное Учреждение Высшего Образования ""Гуманитарно-Социальный Институт"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГУМАНИТАРНО-СОЦИАЛЬНЫЙ ИНСТИТУТ"""	5027076542.0	RU		False			-6.479938835299855	28.54	0.1504731172216397	-4.291412525174898	-1.164941556649145	-0.5597394798543551	-0.7694502907088506
575	Дальневосточный Государственный Технический Рыбохозяйственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ РЫБОХОЗЯЙСТВЕННЫЙ УНИВЕРСИТЕТ»	2538008586.0	RU		False			-6.525141022552404	28.5	0.1175369645002262	-4.3194552957472965	2.860374226614549	-1.0002191822404525	0.4175291438084912
576	Воронежский Экономико-Правовой Институт	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ЭКОНОМИКО-ПРАВОВОЙ ИНСТИТУТ"""	3666134884.0	RU		False			-6.553004961609183	28.48	-0.0451361051260089	-4.144237712595044	-1.0313519160688878	-0.5762930201340379	-1.0974569792546078
577	Санкт-Петербургский Институт Экономики И Управления	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ИНСТИТУТ ЭКОНОМИКИ И УПРАВЛЕНИЯ"""	7804038751.0	RU		False			-6.613078349207434	28.42	0.0194424232226366	-4.381811131386797	-1.092657246225197	1.4238595976742403	-0.6342642202369662
578	"Автономная Некоммерческая Организация Высшего Образования ""Институт Бизнеса И Дизайна"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ БИЗНЕСА И ДИЗАЙНА"""	7702472060.0	RU		False			-6.668899279789187	28.37	0.057974313851248	-4.408898909754964	-1.2220016632597108	1.4183286663783587	-1.3754594880215607
579	Негосударственное Аккредитованное Некоммерческое Академия Маркетинга И Социально-Информационных Технологий – Имсит» (Г. Краснодар)	НЕГОСУДАРСТВЕННОЕ АККРЕДИТОВАННОЕ НЕКОММЕРЧЕСКОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «АКАДЕМИЯ МАРКЕТИНГА И СОЦИАЛЬНО-ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ – ИМСИТ» (Г. КРАСНОДАР)	2311023830.0	RU		False			-6.745187263135776	28.31	0.0811542940918292	-4.359130653663092	-1.1891938507468556	0.4755693343996707	-0.8957544530713032
