extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5	F1_normalized	F2_normalized	F3_normalized	F4_normalized	F5_normalized	wos_pubs_per100_2021	rnd_revenue_share	grants_per_100_fac	master_share	foreign_faculty_share	ege_budget	ege_paid	ege_min	vsosh_per100	olymp_per100	foreign_students_noncis_share	foreign_students_share_total	revenue_per_faculty	modern_equipment_share	postgrad_per_100	doct_share
512	Елецкий Государственный Университет Им. И.А. Бунина	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЕЛЕЦКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. И.А. БУНИНА»	4821004595.0	RU		False			3.487248117091788	37.37	0.0974403247717157	-2.887994604836058	2.062624078550365	-2.835424910665727	1.1285914989103885	5.41	5.3	8.47	3.28	8.04	1161.92	5.07	7.8	16.44	0.0	63.74	62.2	54.43	0.0	0.0	11.1	9.46	541.48	43.91	0.13	12.65
513	"Автономная Некоммерческая Организация Высшего Образования ""Институт Социальных Наук"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ СОЦИАЛЬНЫХ НАУК"""	7709449783.0	RU		False			2.90435178816314	36.86	0.2938157666081288	-3.4625572835848684	-0.7438947568810177	1.670191249431134	1.5177599780675948	5.96	4.69	3.0	9.04	8.91	121.95	21.8	0.0	89.2	0.0	0.0	65.0	65.0	0.0	0.0	0.0	7.69	3015.4	100.0	2894.15	21.34
514	Сахалинский Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САХАЛИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	6500005706.0	RU		False			2.1291842451456127	36.17	-0.1585836642284986	-2.9983320794728923	-1.5683238231282468	-0.3161298739509464	0.063917011295042	4.68	5.19	1.39	6.5	5.67	160.24	4.06	1.83	14.78	0.0	61.97	0.0	45.93	0.0	0.0	0.0	0.79	2640.33	5.31	0.04	12.75
515	Горно-Алтайский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ГОРНО-АЛТАЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	411002237.0	RU		False			2.0275050588581287	36.08	0.094782325298766	-2.999064999427797	-0.9852451802905804	-2.8185990004671964	-0.1859400240654245	5.4	5.19	2.53	3.3	5.11	304.62	1.77	21.22	14.14	1.4	60.28	0.0	52.31	0.0	0.0	0.22	1.89	364.2	8.68	0.04	5.47
516	Донбасская Национальная Академия Строительства И Архитектуры	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДОНБАССКАЯ НАЦИОНАЛЬНАЯ АКАДЕМИЯ СТРОИТЕЛЬСТВА И АРХИТЕКТУРЫ"""	9311020905.0	RU		False			1.9614745219015648	36.02	-0.4804444668179155	-2.469027185519996	-1.4477196343273178	-3.652718424438578	-0.5071079288276227	3.76	5.75	1.63	2.23	4.39	112.17	10.94	0.07	24.83	0.0	63.6	0.0	63.6	0.0	0.0	0.0	0.25	125.55	87.94	0.03	7.65
517	Сколковский Институт Науки И Технологий	АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «СКОЛКОВСКИЙ ИНСТИТУТ НАУКИ И ТЕХНОЛОГИЙ»	5032998454.0	RU		False			1.6319922778423646	35.73	2.660480072630302	-5.609751270171813	2.3840333628030983	2.475139784520932	1.032801942225862	10.0	2.4	9.09	10.0	7.83	45.15	80.29	5.18	100.0	9.08	0.0	0.0	0.0	0.0	0.0	21.95	26.73	5050.25	48.49	15.95	8.02
518	Луганский Государственный Университет Имени Владимира Даля	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЛУГАНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ВЛАДИМИРА ДАЛЯ»	9403007252.0	RU		False			1.502887200565862	35.61	-0.6881921236527843	-2.427577389486848	-1.2541181278635851	-2.9427813290458453	-0.6002684904064021	3.17	5.8	2.0	3.14	4.19	117.65	0.0	0.0	23.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.78	30.11	0.0	1.78
519	Северо-Восточный Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СЕВЕРО-ВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	4909071581.0	RU		False			1.356377214105521	35.48	-0.0905396962289845	-2.9770183375102945	-1.2817651665574423	-2.273106322563613	-0.3894474695520421	4.87	5.21	1.95	4.0	4.66	275.79	3.55	1.1	7.79	0.9	60.25	0.0	50.4	0.0	0.0	0.0	0.88	589.69	34.38	0.03	8.23
520	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Омская Духовная Семинария Омской Епархии Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ОМСКАЯ ДУХОВНАЯ СЕМИНАРИЯ ОМСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	5503068090.0	RU		False			1.3260462189758684	35.46	-0.245264301421185	-3.007097481490826	-0.9738879236254482	-0.5553581249302453	-1.2589082362614596	4.43	5.18	2.55	6.19	2.72	409.45	0.0	0.0	36.11	0.0	0.0	84.6	82.0	0.0	0.0	0.0	2.78	789.69	0.0	0.0	13.39
521	Институт Иностранных Языков	ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ИНСТИТУТ ИНОСТРАННЫХ ЯЗЫКОВ	7808035215.0	RU		False			1.238833450390711	35.38	-0.0678760686809137	-3.201333753907228	-0.6027779256792042	-0.0760483754341124	-1.810007637440019	4.93	4.97	3.27	6.81	1.49	27.52	27.43	0.0	0.0	0.0	0.0	84.7	84.7	0.0	0.0	0.0	7.69	1411.37	63.42	0.0	0.0
522	Религиозная Организация - Духовная Образовательная Организация Высшего Образования «Кузбасская Православная Духовная Семинария Кемеровской Епархии Русской Православной Церкви (Московский Патриархат)	РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «КУЗБАССКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ КЕМЕРОВСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)»	4217028827.0	RU		False			1.2295504711576406	35.37	-0.0488962253284075	-3.4200716968490887	-1.2838317785542106	2.263702107619705	-0.8230937896855927	4.99	4.74	1.95	9.8	3.69	350.65	4.19	0.0	0.0	0.0	0.0	78.1	71.2	0.0	0.0	0.0	4.76	5272.44	82.37	0.0	14.29
523	Ангарский Государственный Технический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""АНГАРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"""	3801022636.0	RU		False			1.2269954135541743	35.37	-0.1142729165351403	-2.991605177046768	-1.5128398997227943	-2.08346518809464	0.101028053582066	4.8	5.19	1.5	4.24	5.75	691.21	5.85	0.0	15.47	0.0	61.0	0.0	57.8	0.0	0.0	0.1	0.43	790.74	24.03	0.11	12.41
524	Смоленский Государственный Университет Спорта	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СМОЛЕНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ СПОРТА"""	6731011390.0	RU		False			1.129671965742709	35.28	-0.1406006064975857	-3.0868605818282857	-0.4307575884097503	-1.0860856502648768	-0.3100807364732928	4.73	5.09	3.61	5.51	4.83	48.87	0.79	0.0	11.32	0.75	57.86	0.0	47.62	0.0	0.0	0.01	8.85	1085.57	23.45	0.11	7.5
525	Новочеркасский Инженерно-Мелиоративный Институт Имени А.К. Кортунова Донской Государственный Аграрный Университет	"НОВОЧЕРКАССКИЙ ИНЖЕНЕРНО-МЕЛИОРАТИВНЫЙ ИНСТИТУТ ИМЕНИ А.К. КОРТУНОВА ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДОНСКОЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ"""	6125012570.0	RU		False			1.0177457197949344	35.18	-0.3282598465546566	-2.8777398722501992	0.2633610976063339	-2.124889259516296	0.0022667642073044	4.19	5.31	4.96	4.19	5.53	2867.98	6.53	6.22	16.59	0.0	51.07	45.0	42.54	0.0	0.0	0.0	4.41	1256.53	32.77	0.15	14.64
526	"Областное Государственное Бюджетное Образовательное Учреждение Высшего Образования ""Смоленский Государственный Институт Искусств"	"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СМОЛЕНСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ"""	6731028242.0	RU		False			0.8255910701144096	35.01	-0.5620943652742973	-2.512304502422599	-1.158925141583402	-4.150385819396154	-0.047488165501408	3.53	5.7	2.19	1.6	5.42	167.24	2.36	0.0	1.26	0.0	67.27	0.0	61.3	0.0	0.0	0.0	3.28	71.36	31.94	0.16	4.66
527	Институт Агроинженерии Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования «Южно-Уральский Государственный Аграрный Университет	ИНСТИТУТ АГРОИНЖЕНЕРИИ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	7418006770.0	RU		False			0.651536572910647	34.86	-0.4007279875425306	-2.847073757938106	-0.9419074896094384	-2.0919304887210366	0.0533826412439414	3.99	5.35	2.61	4.23	5.64	1647.2	2.48	2.81	18.46	0.0	51.84	0.0	37.15	0.0	0.0	0.0	5.97	466.02	36.98	0.26	18.76
528	"Автономная Некоммерческая Организация Высшего Образования ""Русский Университет Метатехнологий"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РУССКИЙ УНИВЕРСИТЕТ МЕТАТЕХНОЛОГИЙ"""	1215144727.0	RU		False			0.5832170498501164	34.8	-0.0361148688429606	-3.457224808723752	-1.1495910099551074	1.7639914119724316	-2.037020301114934	5.02	4.7	2.21	9.16	1.0	43.96	0.0	0.0	0.0	4.76	0.0	75.18	63.0	0.0	0.0	0.0	0.0	5041.52	100.0	0.0	0.0
529	Дальневосточный Государственный Университет Путей Сообщения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ»	2724018158.0	RU		False			0.4920561623423829	34.72	-0.3013820828548112	-3.080896807566623	1.6998630865551174	-1.20084171551538	0.8568878843020523	4.27	5.1	7.76	5.37	7.43	309.36	0.59	3.0	0.0	0.0	52.5	50.2	39.21	0.0	0.0	0.0	0.84	7920.5	32.97	0.0	0.0
530	"Автономная Некоммерческая Организация Высшего Образования ""Московская Международная Высшая Школа Бизнеса ""Мирбис"" (Институт)"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКАЯ МЕЖДУНАРОДНАЯ ВЫСШАЯ ШКОЛА БИЗНЕСА ""МИРБИС"" (ИНСТИТУТ)"	7709492845.0	RU		False			0.4464197047162237	34.68	0.218817825138888	-3.835581154384162	-1.2695805745202793	3.5094448862244154	-1.089482998122142	5.75	4.29	1.97	10.0	3.09	389.83	0.0	0.0	45.98	0.0	0.0	67.0	48.0	0.0	0.0	0.0	3.54	43226.33	21.66	0.0	5.0
531	Южно-Уральский Государственный Аграрный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ»	7418006770.0	RU		False			0.1921260628001988	34.45	0.2699693529804088	-3.3903143201094137	-0.174287166518722	-2.8410058485381904	0.986856798940196	5.9	4.77	4.11	3.27	7.72	1647.2	2.48	2.81	18.46	0.0	51.84	0.0	37.15	0.0	0.0	0.0	5.97	466.02	36.98	0.26	18.76
532	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Белгородская Православная Духовная Семинария (С Миссионерской Направленностью) Православной Религиозной Организации Белгородской И Старооскольской Епархии Русской Правосла"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БЕЛГОРОДСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ (С МИССИОНЕРСКОЙ НАПРАВЛЕННОСТЬЮ) ПРАВОСЛАВНОЙ РЕЛИГИОЗНОЙ ОРГАНИЗАЦИИ БЕЛГОРОДСКОЙ И СТАРООСКОЛЬСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛА"	3123035150.0	RU		False			0.1026263354918732	34.37	-0.3817039897111279	-3.144330914278335	-1.030505465665385	0.6147454523130118	-2.2103580424997387	4.04	5.03	2.44	7.69	1.0	0.0	0.0	0.0	35.03	0.0	0.0	75.0	75.0	0.0	0.0	0.0	2.27	2225.49	32.72	0.0	9.14
533	Восточно-Сибирский Государственный Институт Культуры	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОСТОЧНО-СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ»	323015773.0	RU		False			-0.6237566049354193	33.73	-0.2495763810055032	-3.087459367441291	-0.0805696696701195	-2.727659744158595	0.2884028497748855	4.42	5.09	4.29	3.42	6.17	273.47	3.88	7.61	14.12	0.0	58.87	0.0	47.33	0.0	0.0	3.45	1.76	373.52	31.48	0.18	8.41
534	"Мусульманская Религиозная Организация Духовная Образовательная Организация Высшего Образования ""Болгарская Исламская Академия"	"МУСУЛЬМАНСКАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БОЛГАРСКАЯ ИСЛАМСКАЯ АКАДЕМИЯ"""	1637008095.0	RU		False			-1.0033093124360768	33.39	1.802511860992376	-5.426186032054535	-0.7155663707697736	5.204647772130684	-0.7589793582151131	10.0	2.59	3.05	10.0	3.83	933.33	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	49538.99	51.05	0.0	15.65
535	Образовательное Частное Учреждение Высшего Образования «Московский Инновационный Университет	ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКИЙ ИННОВАЦИОННЫЙ УНИВЕРСИТЕТ»	9705066007.0	RU		False			-1.1356772760485114	33.28	0.0301592847925395	-3.613060110407912	-0.932746411895352	0.1774209708901528	0.5046000908290678	5.21	4.53	2.63	7.13	6.65	278.32	9.7	0.0	71.77	0.0	0.0	72.07	70.11	0.0	0.0	0.02	3.28	3992.54	100.0	10.68	21.79
536	Балтийская Академия Туризма И Предпринимательства	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БАЛТИЙСКАЯ АКАДЕМИЯ ТУРИЗМА И ПРЕДПРИНИМАТЕЛЬСТВА"""	7813008520.0	RU		False			-1.2295148647579914	33.19	-0.0588931350537203	-3.604130404914077	0.7071823672108798	0.346045288002571	0.9110276762140782	4.96	4.54	5.83	7.35	7.56	150.0	10.24	0.0	53.14	0.0	0.0	77.25	60.13	0.0	0.0	14.94	15.19	2615.46	100.0	56.33	26.79
537	Чайковская Государственная Академия Физической Культуры И Спорта	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЧАЙКОВСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА"""	5920005457.0	RU		False			-1.5142338358571692	32.94	-0.5478074520946243	-3.097961116232227	-1.4828235027044276	-0.8795262819072636	0.1244721742499848	3.57	5.08	1.56	5.78	5.8	67.18	2.1	0.0	7.53	0.0	61.4	0.0	36.25	0.0	0.0	0.0	0.1	1375.47	17.47	0.36	5.42
538	Частное Учреждение – Образовательная Организация Высшего Образования Московский Исламский Институт	ЧАСТНОЕ УЧРЕЖДЕНИЕ – ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКИЙ ИСЛАМСКИЙ ИНСТИТУТ	7702235119.0	RU		False			-1.6486858628035108	32.82	-0.1341393976489731	-3.737552697718522	0.587315954389514	2.2366484459137337	-1.4653194607644766	4.75	4.4	5.59	9.76	2.26	0.0	0.0	0.0	36.12	0.0	0.0	71.0	61.0	0.0	0.0	0.0	18.97	23162.47	59.9	5.98	3.25
539	"Учреждение Высшего Образования ""Московский Художественно-Промышленный Институт"	"УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ХУДОЖЕСТВЕННО-ПРОМЫШЛЕННЫЙ ИНСТИТУТ"""	7731259072.0	RU		False			-2.1009515611588583	32.42	-0.0724628334943836	-3.717084716280518	-1.337456304855728	1.2099847308350091	-1.3706265873321892	4.92	4.42	1.84	8.45	2.47	303.31	4.36	0.0	7.89	0.0	0.0	73.0	70.0	0.0	0.0	0.0	1.15	5069.5	73.85	0.0	4.04
540	Курский Институт Менеджмента, Экономики И Бизнеса	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КУРСКИЙ ИНСТИТУТ МЕНЕДЖМЕНТА, ЭКОНОМИКИ И БИЗНЕСА"""	4632005963.0	RU		False			-2.380397897081515	32.17	-0.3758376323174212	-3.304796800752192	-1.5391888465220864	-1.179462400214971	-0.7920108420094125	4.06	4.86	1.45	5.39	3.76	102.04	6.31	6.18	7.57	0.0	59.0	0.0	55.0	0.0	0.0	0.0	4.57	1637.74	19.83	0.0	8.16
541	“Юридический Институт”	ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ “ЮРИДИЧЕСКИЙ ИНСТИТУТ”	7812040842.0	RU		False			-2.4839975027142565	32.08	0.0367823790607796	-3.7684217823017687	-1.0187937442661417	-0.0941701460684683	1.2942905773620497	5.23	4.36	2.46	6.78	8.41	170.37	12.66	0.0	73.56	0.0	0.0	65.0	58.0	0.0	0.0	0.0	0.0	1464.94	0.0	125.7	43.52
542	Ярославский Государственный Аграрный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЯРОСЛАВСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ"""	7602005993.0	RU		False			-2.682561018021609	31.91	-0.1773134058192557	-3.394371100290134	-0.6676491555998743	-2.6328852981975768	-0.0806476399312158	4.62	4.76	3.15	3.54	5.34	400.78	6.7	0.0	8.75	0.0	56.94	0.0	48.25	0.0	0.0	0.33	9.55	584.38	45.87	0.1	9.27
543	Амурский Гуманитарно-Педагогический Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""АМУРСКИЙ ГУМАНИТАРНО-ПЕДАГОГИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	2727000776.0	RU		False			-2.7651786367496847	31.83	-0.6003320109262885	-3.057254161769807	-1.3056732056429583	-2.679995210373202	0.1126583294700245	3.42	5.12	1.9	3.48	5.78	297.12	2.87	0.0	5.63	0.0	61.53	0.0	50.7	0.0	0.0	0.31	0.78	497.17	72.68	0.07	8.42
544	"Государственное Автономное Образовательное Учреждение Высшего Образования Новосибирской Области ""Новосибирский Государственный Театральный Институт"	"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ"""	5407263002.0	RU		False			-2.869316197875812	31.74	-0.6089171679088498	-3.116810499676982	-1.3942639023207486	-1.9880989274467764	-0.4760026480426114	3.39	5.06	1.73	4.36	4.46	74.32	6.41	0.0	0.0	0.0	55.0	0.0	38.0	0.0	0.0	0.0	0.0	359.45	60.51	0.0	9.01
545	"Автономная Некоммерческая Организация Высшего Образования ""Открытый Университет Экономики, Управления И Права"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ОТКРЫТЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ, УПРАВЛЕНИЯ И ПРАВА"""	7709983145.0	RU		False			-2.9757873535143524	31.65	0.0770997363737148	-3.847767571746654	-0.98064289117122	0.0161748186271343	-1.145595141208796	5.35	4.28	2.54	6.92	2.97	154.34	16.64	0.0	18.15	0.0	0.0	74.84	74.84	0.0	0.0	0.6	9.49	4444.77	93.44	0.0	25.19
546	Негосударственное Московский Институт Экономики, Политики И Права	"НЕГОСУДАРСТВЕННОЕ ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ИНСТИТУТ ЭКОНОМИКИ, ПОЛИТИКИ И ПРАВА"""	7723104188.0	RU		False			-3.022453855884855	31.6	0.2073114375271594	-4.032721192027968	-0.4196603137618932	0.4606514431251626	1.5940734928016231	5.72	4.08	3.63	7.49	9.08	227.49	3.61	0.0	82.51	0.0	0.0	65.4	66.65	0.0	0.0	0.0	17.06	6035.08	0.0	223.58	33.18
547	Институт Дружбы Народов Кавказа	"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА"""	2634034275.0	RU		False			-3.0678415261793006	31.56	-0.1720773937551104	-3.5872775224137183	-0.8228470447385485	-1.017849709821271	0.0988301741439745	4.64	4.56	2.84	5.6	5.74	148.68	6.69	0.0	7.16	0.0	0.0	74.44	70.77	0.0	0.0	0.0	0.74	1635.64	78.64	1.36	23.74
548	"Религиозная Организация - Духовная Образовательная Организация Высшего Образования ""Казанская Православная Духовная Семинария Казанской Епархии Русской Православной Церкви"	"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ - ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ КАЗАНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ"""	1661004380.0	RU		False			-3.2193001289846883	31.43	-0.1601716653527359	-3.828969520792053	-0.991935913748704	1.6573018643912043	-1.7796625016153176	4.67	4.3	2.52	9.02	1.55	0.0	0.0	0.0	56.0	0.0	0.0	51.0	44.0	0.0	0.0	0.0	0.0	1883.88	0.0	0.0	7.68
549	"Автономная Некоммерческая Организация Высшего Образования ""Высшая Школа Сценических Искусств"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВЫСШАЯ ШКОЛА СЦЕНИЧЕСКИХ ИСКУССТВ"""	9717093213.0	RU		False			-3.4154869168982565	31.26	-0.4239535128737595	-3.5731474437945887	-0.8780641026757645	0.7476187160890801	-1.235078720301376	3.92	4.57	2.74	7.86	2.77	73.08	0.0	0.0	0.0	0.0	0.0	76.99	68.42	0.0	0.0	0.25	4.08	2702.22	0.0	0.0	0.0
